transcript_id,D7-1,D7-2,D7-3,T3-1,T3-2,T3-3
MSTRG.11237.3,0,0,44,47,60,0
MSTRG.8719.1,27,16,12,96,159,64
Prupe.7G112400.3_v2.0.a1,0,0,0,0,0,0
Prupe.3G020800.2_v2.0.a1,0,0,0,47,52,0
Prupe.7G072700.1_v2.0.a1,0,4,0,9,16,6
Prupe.7G248400.13_v2.0.a1,0,0,0,0,0,0
Prupe.3G285500.1_v2.0.a1,1188,748,852,1073,1107,489
Prupe.3G044900.1_v2.0.a1,1832,1240,1268,2940,3813,1654
Prupe.5G130000.2_v2.0.a1,391,259,361,741,1032,410
Prupe.1G260300.2_v2.0.a1,0,0,121,0,69,0
MSTRG.16083.4,0,0,0,0,522,0
Prupe.8G013100.1_v2.0.a1,0,0,0,0,0,0
Prupe.8G101900.2_v2.0.a1,0,0,0,10,7,6
Prupe.5G033000.1_v2.0.a1,888,602,619,1314,1483,610
MSTRG.4481.11,89,44,54,71,94,35
Prupe.2G233000.1_v2.0.a1,1203,718,534,1383,1725,777
Prupe.3G233300.1_v2.0.a1,221,181,153,580,680,303
Prupe.1G077700.2_v2.0.a1,0,0,0,69,46,123
Prupe.4G167800.1_v2.0.a1,1833,954,1274,4116,4999,2304
Prupe.5G079100.2_v2.0.a1,0,26,0,202,244,0
Prupe.1G060500.1_v2.0.a1,0,0,0,0,0,0
Prupe.7G073200.3_v2.0.a1,25,0,0,10,15,0
Prupe.5G005600.2_v2.0.a1,238,0,23,168,32,2
Prupe.1G068300.1_v2.0.a1,0,0,0,0,0,0
Prupe.8G096500.2_v2.0.a1,0,0,188,790,869,276
Prupe.7G090400.5_v2.0.a1,46,26,3,23,13,0
Prupe.1G348600.5_v2.0.a1,0,0,0,0,0,0
Prupe.1G353400.1_v2.0.a1,183,9,105,168,132,101
Prupe.1G478000.1_v2.0.a1,0,6,0,5,0,2
Prupe.6G081400.1_v2.0.a1,388,263,276,706,805,365
Prupe.7G022700.2_v2.0.a1,4,0,2,3,0,0
Prupe.1G370800.3_v2.0.a1,0,0,0,0,0,0
Prupe.4G103200.1_v2.0.a1,41,20,24,97,106,48
MSTRG.296.5,0,41,10,0,0,0
Prupe.8G011800.1_v2.0.a1,0,0,0,4,2,0
Prupe.8G117500.1_v2.0.a1,0,0,3,0,5,0
Prupe.1G492300.1_v2.0.a1,137,93,100,116,145,48
Prupe.6G331900.1_v2.0.a1,25,0,11,0,34,14
Prupe.2G135300.3_v2.0.a1,9,0,0,0,18,0
Prupe.2G303000.1_v2.0.a1,845,497,539,800,896,386
Prupe.2G102000.1_v2.0.a1,0,0,0,0,0,0
Prupe.1G215400.23_v2.0.a1,2,0,2,139,109,0
Prupe.8G159300.1_v2.0.a1,0,0,0,0,0,0
Prupe.5G080400.1_v2.0.a1,0,0,4,0,178,0
Prupe.5G174600.4_v2.0.a1,0,0,0,18,0,6
Prupe.1G335100.1_v2.0.a1,537,380,421,1059,1193,475
MSTRG.10811.1,93,100,113,231,172,113
Prupe.6G116300.5_v2.0.a1,15,0,0,162,155,89
Prupe.4G178700.2_v2.0.a1,8,14,16,0,0,0
Prupe.6G019100.1_v2.0.a1,3,0,0,0,0,0
Prupe.1G090800.1_v2.0.a1,28,23,27,51,59,38
Prupe.6G156600.1_v2.0.a1,1052,632,736,646,741,313
Prupe.7G023400.9_v2.0.a1,0,0,0,0,0,0
Prupe.7G136300.1_v2.0.a1,21,0,0,25,0,0
Prupe.1G448400.1_v2.0.a1,0,0,0,0,0,0
Prupe.6G068400.1_v2.0.a1,0,0,0,0,0,0
Prupe.6G257700.1_v2.0.a1,113,67,82,0,4,0
Prupe.7G196000.1_v2.0.a1,18,0,0,0,0,0
Prupe.1G287600.1_v2.0.a1,246,200,177,987,1292,573
Prupe.7G239200.1_v2.0.a1,465,301,314,6072,8114,3503
Prupe.8G073400.1_v2.0.a1,85,51,35,144,136,45
Prupe.1G253200.9_v2.0.a1,0,0,0,0,0,0
Prupe.8G239500.1_v2.0.a1,56,84,97,265,197,122
Prupe.3G073900.1_v2.0.a1,55,11,0,15,22,79
Prupe.1G101600.1_v2.0.a1,14,11,27,7,0,0
Prupe.6G218900.1_v2.0.a1,26,15,22,111,131,48
Prupe.6G083700.3_v2.0.a1,221,123,279,674,1044,712
Prupe.4G205200.1_v2.0.a1,686,591,572,2059,2486,1136
Prupe.7G241700.1_v2.0.a1,113,56,64,335,346,188
Prupe.1G041700.2_v2.0.a1,0,0,0,0,35,0
Prupe.6G252400.4_v2.0.a1,405,249,0,731,660,394
MSTRG.9589.1,307,198,226,559,799,277
Prupe.8G110500.3_v2.0.a1,0,0,0,0,0,0
Prupe.1G158700.3_v2.0.a1,9,10,11,12,14,4
Prupe.I003500.1_v2.0.a1,47,27,47,68,176,123
Prupe.4G094300.1_v2.0.a1,0,0,0,0,0,0
Prupe.4G094200.1_v2.0.a1,0,0,0,0,0,0
Prupe.4G047800.4_v2.0.a1,0,46,6,0,0,23
Prupe.2G306600.1_v2.0.a1,0,0,0,0,0,0
Prupe.1G243000.2_v2.0.a1,1903,1128,1378,2438,3120,1443
MSTRG.4388.1,22,15,17,97,135,41
Prupe.4G027200.1_v2.0.a1,29,20,20,0,10,5
Prupe.2G227700.1_v2.0.a1,382,223,283,982,1181,471
Prupe.5G076700.1_v2.0.a1,1390,892,754,854,817,419
Prupe.4G195900.1_v2.0.a1,477,305,397,803,970,407
Prupe.5G148700.1_v2.0.a1,67,51,43,181,199,66
Prupe.1G132800.2_v2.0.a1,5,1,4,9,2,7
Prupe.6G055900.5_v2.0.a1,0,0,0,0,0,0
MSTRG.6788.1,36,18,24,51,65,36
Prupe.6G018700.3_v2.0.a1,23,13,17,0,8,4
Prupe.3G064700.1_v2.0.a1,0,3,0,0,0,0
Prupe.5G221500.3_v2.0.a1,25,0,0,110,0,0
Prupe.1G223700.3_v2.0.a1,35,43,1,34,29,6
Prupe.8G170700.2_v2.0.a1,0,0,0,65,121,39
Prupe.3G153100.1_v2.0.a1,1775,974,1122,88,91,35
Prupe.1G132400.2_v2.0.a1,0,0,0,0,1,0
Prupe.8G160500.2_v2.0.a1,5891,3599,3633,3413,4164,1909
Prupe.4G027100.4_v2.0.a1,0,0,0,0,0,0
Prupe.1G019400.1_v2.0.a1,5674,3477,3681,1819,2024,1070
Prupe.7G069300.3_v2.0.a1,95,16,21,7,23,0
Prupe.6G328300.1_v2.0.a1,48,41,33,136,236,65
Prupe.6G083900.1_v2.0.a1,6,0,8,2,2,0
Prupe.7G245500.1_v2.0.a1,8,0,7,17,27,15
Prupe.3G166300.6_v2.0.a1,0,0,0,0,0,0
MSTRG.5350.1,0,0,14,161,182,108
Prupe.1G317200.1_v2.0.a1,542,312,377,1444,1551,702
Prupe.2G173600.1_v2.0.a1,138,98,58,109,262,0
Prupe.6G363400.1_v2.0.a1,3,6,2,9,14,5
Prupe.4G062400.6_v2.0.a1,0,0,0,0,0,0
Prupe.6G343600.1_v2.0.a1,2123,1197,1223,5074,5848,2517
Prupe.8G234700.5_v2.0.a1,0,94,88,0,0,116
Prupe.2G202700.1_v2.0.a1,0,16,7,25,15,11
Prupe.8G016300.3_v2.0.a1,107,0,0,64,0,0
MSTRG.5233.1,83,63,69,117,201,50
MSTRG.18648.1,0,0,0,233,354,156
Prupe.1G484800.1_v2.0.a1,1119,770,910,742,1025,460
Prupe.1G473700.5_v2.0.a1,27,17,21,20,38,9
Prupe.6G297600.1_v2.0.a1,2678,1670,1791,6998,8262,3472
Prupe.4G035700.1_v2.0.a1,114,66,55,248,310,151
MSTRG.5542.5,0,31,0,29,0,0
Prupe.2G298500.1_v2.0.a1,1940,980,1129,2161,2383,1108
Prupe.1G535700.4_v2.0.a1,0,0,0,414,3,0
MSTRG.5542.1,267,87,264,40,363,189
Prupe.3G036100.2_v2.0.a1,33,33,61,17,78,114
Prupe.2G030500.1_v2.0.a1,48,91,65,358,435,119
MSTRG.3034.3,16,5,11,4,18,8
Prupe.1G224900.1_v2.0.a1,157,125,4,222,229,94
Prupe.8G249600.3_v2.0.a1,246,135,125,117,48,39
Prupe.7G201000.1_v2.0.a1,267,96,167,1394,1416,424
Prupe.1G379000.10_v2.0.a1,0,0,1,27,8,1
Prupe.1G333300.1_v2.0.a1,715,457,439,1988,2297,1081
Prupe.6G310800.1_v2.0.a1,913,659,641,2532,3074,1393
Prupe.1G403300.1_v2.0.a1,0,0,0,0,0,0
Prupe.4G276400.2_v2.0.a1,0,0,0,0,0,0
Prupe.2G280100.1_v2.0.a1,225,134,152,27,32,11
Prupe.2G216700.14_v2.0.a1,0,0,0,0,31,0
Prupe.6G363600.9_v2.0.a1,0,0,0,0,0,6
MSTRG.7830.3,160,0,187,96,200,64
MSTRG.7830.2,10,185,0,283,230,20
MSTRG.7830.1,38,20,15,168,145,104
Prupe.8G261500.2_v2.0.a1,351,287,262,361,363,177
Prupe.7G018900.1_v2.0.a1,0,0,0,0,0,0
Prupe.4G075500.1_v2.0.a1,834,463,287,356,379,65
Prupe.8G213700.1_v2.0.a1,0,0,3,0,0,0
Prupe.7G031300.2_v2.0.a1,21,30,29,33,98,25
Prupe.4G218000.5_v2.0.a1,1,3,2,5,5,2
Prupe.1G008700.4_v2.0.a1,11,4,3,76,99,23
Prupe.4G254100.27_v2.0.a1,0,0,6,0,0,0
Prupe.3G149800.5_v2.0.a1,24,23,0,18,18,15
Prupe.1G555900.2_v2.0.a1,5,0,0,87,28,13
Prupe.2G077200.1_v2.0.a1,573,408,447,472,611,260
Prupe.6G232600.1_v2.0.a1,0,0,0,0,0,0
Prupe.8G225600.1_v2.0.a1,104,81,92,7,0,0
Prupe.8G098300.1_v2.0.a1,0,0,0,0,0,0
MSTRG.11539.3,5,0,0,34,0,28
MSTRG.11539.2,0,0,0,0,27,29
Prupe.3G197700.1_v2.0.a1,0,0,0,0,0,0
Prupe.2G114000.5_v2.0.a1,88,109,146,113,24,4
Prupe.2G127200.3_v2.0.a1,4,12,10,4,4,13
Prupe.6G208900.1_v2.0.a1,0,0,0,0,0,0
Prupe.4G128300.3_v2.0.a1,0,3,0,0,0,0
Prupe.1G528300.1_v2.0.a1,1125,583,643,1942,2485,950
Prupe.2G144500.1_v2.0.a1,825,567,600,1702,2027,1061
MSTRG.14161.4,38,30,70,58,190,72
Prupe.5G154900.3_v2.0.a1,0,0,0,0,0,0
Prupe.1G174900.1_v2.0.a1,245,169,181,285,743,408
Prupe.6G035900.7_v2.0.a1,0,0,0,0,7,0
Prupe.2G328200.2_v2.0.a1,40,53,126,80,228,76
MSTRG.9734.1,11,6,10,28,52,16
Prupe.4G185700.1_v2.0.a1,4978,3272,3769,3131,4634,1376
Prupe.8G265200.6_v2.0.a1,216,117,100,143,230,232
Prupe.6G106200.1_v2.0.a1,0,5,1,0,0,0
Prupe.1G155700.4_v2.0.a1,0,0,0,0,0,0
Prupe.6G158000.1_v2.0.a1,787,495,521,1352,1591,717
MSTRG.349.3,0,0,3,3,3,26
Prupe.7G232900.1_v2.0.a1,1117,705,824,2568,2919,1349
Prupe.6G018700.4_v2.0.a1,0,0,0,0,0,0
Prupe.1G163700.1_v2.0.a1,29,16,33,93,101,52
Prupe.1G052500.3_v2.0.a1,0,0,0,0,0,0
Prupe.6G255500.2_v2.0.a1,376,127,110,408,1001,405
Prupe.6G178800.1_v2.0.a1,280,206,213,822,947,411
Prupe.3G089900.1_v2.0.a1,0,0,0,0,0,0
Prupe.4G268200.1_v2.0.a1,47,26,25,62,86,27
Prupe.1G174400.2_v2.0.a1,14,0,0,38,24,9
Prupe.4G104000.1_v2.0.a1,2816,1709,1769,454,454,240
Prupe.6G067100.1_v2.0.a1,4799,3049,3296,2264,2935,1315
MSTRG.355.6,0,0,0,0,282,0
Prupe.8G081600.1_v2.0.a1,3,2,0,0,0,0
Prupe.6G167100.2_v2.0.a1,0,0,35,0,0,0
MSTRG.11367.1,35,16,33,10,100,12
Prupe.6G021300.1_v2.0.a1,302,201,177,405,449,223
Prupe.6G166200.3_v2.0.a1,211,184,199,195,237,113
Prupe.1G321700.1_v2.0.a1,710,507,530,977,1258,540
Prupe.2G298500.2_v2.0.a1,0,0,0,0,39,102
Prupe.1G350500.1_v2.0.a1,890,534,555,1139,1224,555
MSTRG.1875.2,19,0,0,8,3,10
Prupe.2G313200.7_v2.0.a1,12,1,3,4,31,0
Prupe.5G133000.1_v2.0.a1,4,0,0,0,0,0
Prupe.4G126200.2_v2.0.a1,10,16,10,57,26,25
Prupe.6G235900.1_v2.0.a1,7989,4754,5280,11215,12827,5579
Prupe.2G324100.1_v2.0.a1,777,422,388,1371,1564,709
Prupe.4G038500.4_v2.0.a1,21,0,172,35,245,34
Prupe.2G280700.3_v2.0.a1,526,276,296,501,586,198
Prupe.1G171800.1_v2.0.a1,0,0,0,0,0,0
Prupe.2G121000.2_v2.0.a1,0,41,0,18,14,0
Prupe.2G214400.3_v2.0.a1,10,4,8,2,14,7
Prupe.6G364400.1_v2.0.a1,0,0,0,19,12,3
Prupe.1G061100.1_v2.0.a1,4158,2814,3107,4173,4972,2194
Prupe.4G122100.1_v2.0.a1,2,2,0,5,1,2
Prupe.3G115700.1_v2.0.a1,616,404,409,910,992,454
Prupe.3G143800.2_v2.0.a1,0,0,0,52,86,28
MSTRG.17139.1,0,35,18,22,0,4
Prupe.2G325500.1_v2.0.a1,1284,875,789,1374,1830,779
Prupe.5G154300.1_v2.0.a1,2,2,3,0,5,0
Prupe.1G459100.1_v2.0.a1,783,469,517,1357,1519,664
MSTRG.7494.1,123,52,99,4,6,5
MSTRG.7494.2,0,1,28,1,1,1
MSTRG.7494.4,0,0,0,134,0,0
Prupe.4G230100.1_v2.0.a1,244,168,194,430,386,212
Prupe.1G098700.1_v2.0.a1,32,7,6,6,125,40
Prupe.3G073700.1_v2.0.a1,294,2,0,89,191,43
Prupe.8G271800.4_v2.0.a1,0,0,0,0,0,0
Prupe.2G106000.2_v2.0.a1,0,0,0,32,40,14
Prupe.1G097000.1_v2.0.a1,0,0,0,0,0,0
Prupe.3G068200.1_v2.0.a1,121,90,71,116,26,77
Prupe.4G020100.2_v2.0.a1,0,0,0,0,0,0
Prupe.5G003000.1_v2.0.a1,2142,1502,1574,3583,3836,1903
Prupe.2G026500.1_v2.0.a1,1050,502,600,1094,1429,579
Prupe.1G106300.2_v2.0.a1,994,683,725,1214,1479,628
Prupe.2G127900.3_v2.0.a1,16,16,11,17,12,14
Prupe.8G097000.1_v2.0.a1,258,144,163,0,0,0
MSTRG.13190.8,0,16,0,15,18,13
MSTRG.13190.6,0,0,20,19,0,0
MSTRG.13190.7,30,1,23,37,27,15
MSTRG.13190.4,6,8,1,13,22,13
MSTRG.10611.2,53,0,0,91,41,0
MSTRG.13190.2,0,0,39,145,142,64
MSTRG.13190.3,20,8,0,9,19,7
MSTRG.13190.1,0,2,3,0,26,15
Prupe.1G330300.2_v2.0.a1,90,0,0,0,0,0
Prupe.5G009400.1_v2.0.a1,165,0,75,337,380,208
Prupe.8G185600.1_v2.0.a1,3,0,0,0,0,0
Prupe.1G199900.1_v2.0.a1,19,16,16,0,0,0
Prupe.7G155400.1_v2.0.a1,191,116,103,240,242,120
Prupe.4G209700.1_v2.0.a1,6,4,7,7,6,4
MSTRG.6050.4,100,104,14,10,3,12
Prupe.1G309100.1_v2.0.a1,2287,1296,1497,2723,3027,1410
MSTRG.12663.7,0,45,0,56,41,176
Prupe.2G196300.1_v2.0.a1,47,28,30,113,172,37
Prupe.5G051100.2_v2.0.a1,0,0,0,0,0,0
Prupe.4G089400.1_v2.0.a1,0,0,2,0,0,0
Prupe.4G239900.2_v2.0.a1,0,0,0,0,0,22
MSTRG.14641.1,149,71,67,82,87,33
MSTRG.10275.1,12085,7296,7761,6530,7556,3308
Prupe.1G508100.17_v2.0.a1,9,24,28,52,57,27
Prupe.8G028000.1_v2.0.a1,2,11,1,1,6,1
Prupe.1G151300.1_v2.0.a1,1365,709,804,895,1038,738
Prupe.2G050700.1_v2.0.a1,12,0,0,16,25,11
Prupe.2G018900.1_v2.0.a1,7,0,7,21,26,14
Prupe.6G073100.1_v2.0.a1,1,0,3,58,56,14
Prupe.5G126700.4_v2.0.a1,85,0,0,95,90,38
Prupe.7G174600.3_v2.0.a1,0,0,0,0,0,0
MSTRG.6115.12,1036,36,39,726,1067,339
Prupe.3G048600.2_v2.0.a1,0,78,81,119,47,0
Prupe.2G035100.1_v2.0.a1,83,64,62,1,0,0
Prupe.7G252400.1_v2.0.a1,296,74,0,57,89,44
Prupe.8G253100.1_v2.0.a1,13,9,12,13,16,0
Prupe.1G586700.5_v2.0.a1,0,0,0,0,0,0
MSTRG.6678.1,13,17,14,45,42,7
Prupe.6G045100.2_v2.0.a1,0,0,0,0,0,63
Prupe.1G330100.2_v2.0.a1,22,0,7,0,50,52
Prupe.4G063900.1_v2.0.a1,0,0,0,0,0,0
Prupe.7G212400.5_v2.0.a1,10,0,3,15,5,0
Prupe.2G058200.1_v2.0.a1,14,14,15,0,8,9
Prupe.1G155200.1_v2.0.a1,381,243,238,672,853,328
Prupe.2G146700.2_v2.0.a1,19,0,24,115,84,97
Prupe.3G040700.1_v2.0.a1,0,0,0,0,0,0
Prupe.5G117600.2_v2.0.a1,1904,816,997,1803,2370,958
MSTRG.13385.3,9,14,8,8,26,11
Prupe.6G353300.1_v2.0.a1,6,2,2,0,0,0
Prupe.3G230300.1_v2.0.a1,2598,1705,1697,2899,3510,1483
Prupe.1G161100.1_v2.0.a1,112,0,110,17,74,97
Prupe.1G033500.2_v2.0.a1,39,14,61,82,60,0
Prupe.4G103800.1_v2.0.a1,197,131,143,248,227,105
Prupe.4G151400.1_v2.0.a1,35,28,38,188,222,113
MSTRG.8796.1,1025,713,641,1254,1308,620
Prupe.2G097100.1_v2.0.a1,97,69,72,255,236,109
Prupe.4G106400.1_v2.0.a1,992,642,667,1266,1589,645
Prupe.2G309600.8_v2.0.a1,83,0,0,197,138,22
Prupe.3G008400.1_v2.0.a1,0,0,0,0,0,0
Prupe.1G445600.3_v2.0.a1,0,0,0,631,1478,0
MSTRG.4463.2,0,0,0,0,0,67
MSTRG.4463.3,0,75,0,32,82,6
MSTRG.13391.1,0,0,0,387,320,143
Prupe.1G447600.7_v2.0.a1,0,0,0,0,0,0
Prupe.1G517400.1_v2.0.a1,6,18,6,39,44,25
Prupe.6G089300.1_v2.0.a1,206,126,118,17,8,6
Prupe.2G017100.3_v2.0.a1,0,0,0,24,16,0
Prupe.8G146600.2_v2.0.a1,0,0,0,1,2,16
Prupe.6G312700.1_v2.0.a1,1230,183,387,267,686,172
Prupe.1G238400.2_v2.0.a1,0,0,0,0,0,79
Prupe.3G192900.1_v2.0.a1,48,0,0,138,222,0
Prupe.2G193900.1_v2.0.a1,1525,918,869,335,458,165
Prupe.8G163700.2_v2.0.a1,29,0,0,0,131,5
Prupe.8G212000.1_v2.0.a1,6,4,0,24,0,5
Prupe.8G201700.3_v2.0.a1,22,0,26,57,85,0
Prupe.4G152900.1_v2.0.a1,0,0,0,0,0,0
Prupe.3G242100.1_v2.0.a1,49,23,14,0,5,0
Prupe.3G074200.2_v2.0.a1,168,119,87,24,133,8
MSTRG.12026.3,0,69,6,144,0,0
Prupe.1G319100.1_v2.0.a1,10,10,12,0,8,11
MSTRG.8176.2,29,0,0,68,69,54
Prupe.5G103900.2_v2.0.a1,9,31,17,12,13,10
Prupe.4G170000.7_v2.0.a1,0,0,0,0,0,0
Prupe.3G090200.1_v2.0.a1,235,296,367,755,665,204
Prupe.1G489700.2_v2.0.a1,20,27,10,53,66,27
Prupe.6G273900.1_v2.0.a1,0,0,0,0,0,0
Prupe.1G247200.1_v2.0.a1,1269,616,628,1019,961,465
Prupe.1G393200.1_v2.0.a1,0,0,0,0,0,0
Prupe.7G179300.1_v2.0.a1,402,253,251,276,390,149
Prupe.1G103900.1_v2.0.a1,21,17,0,28,30,16
Prupe.1G030200.4_v2.0.a1,0,0,0,0,0,0
Prupe.3G235300.1_v2.0.a1,301,257,214,0,4,0
MSTRG.17299.1,33,56,27,103,58,19
Prupe.5G134300.2_v2.0.a1,536,325,426,1037,1312,498
MSTRG.7338.3,0,77,0,0,0,0
Prupe.6G174100.9_v2.0.a1,197,46,139,12,0,0
Prupe.5G068100.1_v2.0.a1,1137,773,849,1979,2153,971
Prupe.2G029300.2_v2.0.a1,0,0,0,0,0,0
Prupe.2G049900.13_v2.0.a1,0,0,0,0,0,0
Prupe.1G066900.2_v2.0.a1,0,0,0,0,0,0
Prupe.6G229100.3_v2.0.a1,0,0,0,115,0,0
Prupe.7G117100.1_v2.0.a1,1140,761,797,4504,5216,2389
Prupe.6G343400.1_v2.0.a1,891,574,453,911,1116,424
Prupe.7G229100.1_v2.0.a1,8489,5675,5837,4963,5977,2617
Prupe.7G250000.1_v2.0.a1,83,80,14,169,791,329
MSTRG.9913.1,0,0,0,218,372,133
Prupe.1G030800.7_v2.0.a1,21,0,0,0,12,32
Prupe.4G035400.1_v2.0.a1,43,36,38,16,21,5
Prupe.1G021900.1_v2.0.a1,123,0,0,0,0,0
Prupe.5G171900.7_v2.0.a1,0,0,9,33,17,11
Prupe.3G281700.1_v2.0.a1,8,8,0,19,22,4
Prupe.2G063300.1_v2.0.a1,0,0,0,0,0,0
Prupe.8G001100.1_v2.0.a1,299,247,240,374,534,242
Prupe.2G160200.1_v2.0.a1,0,0,0,0,0,0
Prupe.1G375100.5_v2.0.a1,51,0,0,0,0,0
Prupe.6G034300.1_v2.0.a1,0,0,0,0,0,0
Prupe.3G087300.5_v2.0.a1,3,0,0,0,3,0
Prupe.5G048100.1_v2.0.a1,0,0,0,0,0,0
Prupe.4G232600.1_v2.0.a1,1345,755,634,1909,1525,665
Prupe.7G095300.1_v2.0.a1,24,8,0,28,29,14
Prupe.6G040500.1_v2.0.a1,7,4,9,10,10,2
Prupe.7G243700.1_v2.0.a1,83,91,65,102,74,70
Prupe.1G033900.1_v2.0.a1,328,187,149,29,55,7
Prupe.6G351000.2_v2.0.a1,0,0,0,219,84,120
MSTRG.18002.1,1444,902,1043,2679,3374,1481
Prupe.2G273600.3_v2.0.a1,0,0,0,0,0,0
Prupe.3G201700.3_v2.0.a1,0,0,0,0,0,0
Prupe.6G185800.1_v2.0.a1,26,22,10,8,16,11
Prupe.8G085100.1_v2.0.a1,8840,5431,5525,2480,2948,1201
MSTRG.1612.4,117,0,0,51,24,0
Prupe.3G232800.2_v2.0.a1,53,0,0,36,0,0
Prupe.1G450100.1_v2.0.a1,0,0,0,0,0,16
Prupe.6G151700.1_v2.0.a1,305,152,210,380,342,267
Prupe.4G195600.1_v2.0.a1,5,5,0,1,0,0
MSTRG.13486.1,27,27,23,0,44,4
Prupe.8G224500.2_v2.0.a1,172,0,0,0,0,0
Prupe.6G364700.1_v2.0.a1,2,0,0,0,2,3
Prupe.5G064600.4_v2.0.a1,0,2,0,0,0,0
Prupe.3G267800.1_v2.0.a1,8922,5131,5400,5328,6479,2623
MSTRG.12501.3,54,0,105,0,0,0
Prupe.3G119800.1_v2.0.a1,0,0,0,0,0,0
Prupe.4G225300.1_v2.0.a1,671,502,497,117,154,75
Prupe.6G011900.3_v2.0.a1,49,17,13,62,589,21
Prupe.1G527600.1_v2.0.a1,3,8,4,70,91,25
MSTRG.1299.2,684,434,466,699,801,346
MSTRG.10782.2,10,4,130,161,133,61
MSTRG.4281.1,85,74,45,217,249,144
Prupe.8G177600.1_v2.0.a1,219,165,149,246,299,173
Prupe.7G268900.1_v2.0.a1,26,11,17,9,18,0
MSTRG.17942.3,0,75,0,0,0,0
MSTRG.7984.2,35,93,19,59,56,181
Prupe.1G503600.1_v2.0.a1,826,523,524,2186,2617,1066
Prupe.5G165400.1_v2.0.a1,98,56,66,22,46,13
Prupe.6G193900.1_v2.0.a1,186,131,142,35,41,20
MSTRG.11995.9,12,0,9,10,13,5
Prupe.7G057700.3_v2.0.a1,0,0,0,0,0,0
Prupe.1G213000.3_v2.0.a1,0,0,0,20,4,6
Prupe.1G075200.1_v2.0.a1,5,0,0,7,22,2
MSTRG.4075.3,0,0,0,0,0,538
Prupe.5G009200.11_v2.0.a1,0,0,0,0,0,0
Prupe.5G032300.1_v2.0.a1,2100,1314,1370,5368,6455,2971
Prupe.7G148500.1_v2.0.a1,640,473,391,800,1076,489
Prupe.1G286900.1_v2.0.a1,0,0,0,0,0,0
MSTRG.14990.1,17,15,13,14,0,2
Prupe.6G318000.1_v2.0.a1,80,62,77,127,36,12
Prupe.8G140300.4_v2.0.a1,0,0,0,17,0,0
Prupe.6G295600.1_v2.0.a1,8,0,5,8,3,1
Prupe.1G325700.4_v2.0.a1,0,0,0,0,329,105
Prupe.1G160900.1_v2.0.a1,0,5,0,7,13,0
Prupe.1G006900.3_v2.0.a1,0,0,0,0,0,0
Prupe.7G170000.2_v2.0.a1,151,48,0,17,34,31
Prupe.5G027200.5_v2.0.a1,523,352,357,321,254,129
Prupe.7G014100.4_v2.0.a1,46,1,0,6,0,61
Prupe.1G245300.1_v2.0.a1,0,0,0,0,0,0
Prupe.7G138600.1_v2.0.a1,441,271,254,243,211,128
Prupe.3G092900.4_v2.0.a1,0,0,0,114,0,0
Prupe.1G430500.1_v2.0.a1,1558,1059,1014,5066,6014,2659
MSTRG.4704.4,0,0,1,47,0,0
Prupe.1G356800.1_v2.0.a1,0,0,463,259,527,269
MSTRG.15776.4,42,35,15,95,76,50
Prupe.3G303800.1_v2.0.a1,1238,885,891,644,1102,594
Prupe.3G246600.1_v2.0.a1,1184,730,821,1225,1745,722
Prupe.6G304600.3_v2.0.a1,0,34,0,0,59,0
MSTRG.11690.1,43,21,0,139,167,78
Prupe.7G045500.1_v2.0.a1,1434,885,909,1798,2031,994
Prupe.3G087200.2_v2.0.a1,16,19,0,0,0,31
Prupe.4G259000.3_v2.0.a1,35,26,23,217,232,102
Prupe.7G059400.1_v2.0.a1,0,0,56,0,0,33
Prupe.2G261900.2_v2.0.a1,0,0,0,40,0,11
Prupe.6G008100.2_v2.0.a1,0,0,0,0,0,1
Prupe.2G138800.1_v2.0.a1,0,0,0,0,0,0
Prupe.7G267600.2_v2.0.a1,0,0,0,29,0,0
Prupe.3G195800.1_v2.0.a1,15,11,6,6,21,13
Prupe.3G315900.5_v2.0.a1,0,0,0,164,0,0
Prupe.2G000800.1_v2.0.a1,10,0,4,0,0,0
Prupe.3G162700.1_v2.0.a1,291,155,165,138,163,43
Prupe.5G072200.1_v2.0.a1,2,1,5,8,2,4
Prupe.6G106200.20_v2.0.a1,0,4,0,0,0,0
Prupe.6G155800.3_v2.0.a1,0,0,0,505,609,0
Prupe.1G089000.1_v2.0.a1,0,0,0,0,0,0
Prupe.8G228700.4_v2.0.a1,0,0,0,0,0,0
Prupe.6G126200.9_v2.0.a1,35,13,11,42,86,10
MSTRG.13811.3,11,4,9,5,34,11
MSTRG.13811.1,193,92,108,164,320,93
Prupe.2G241800.1_v2.0.a1,403,294,222,330,408,128
Prupe.7G149900.1_v2.0.a1,0,0,0,0,0,0
Prupe.2G328000.2_v2.0.a1,57,0,0,62,50,0
Prupe.3G000500.1_v2.0.a1,551,266,302,1069,1384,639
Prupe.5G038300.1_v2.0.a1,2066,1397,1341,1541,1962,846
Prupe.8G251300.1_v2.0.a1,50,34,57,7,6,7
MSTRG.566.2,165,0,0,0,0,0
MSTRG.4736.9,7,7,178,290,335,118
MSTRG.4736.7,302,187,62,0,0,165
Prupe.3G236000.1_v2.0.a1,0,0,0,0,0,0
Prupe.2G216700.21_v2.0.a1,0,0,0,0,0,0
Prupe.1G222600.3_v2.0.a1,0,0,0,0,0,0
Prupe.2G140500.2_v2.0.a1,0,0,0,0,0,0
Prupe.3G310700.1_v2.0.a1,0,0,0,0,0,0
