transcript_id,SRR5219267,SRR5219268,SRR5219269,SRR5219276,SRR5219277,SRR5219278
MSTRG.22361.1,1661,1212,0,507,582,402
MSTRG.22361.2,313,332,0,81,9,229
MSTRG.8861.1,625,100,189,86,423,315
MSTRG.12484.1,2405,1834,2240,1322,1358,997
MSTRG.23174.3,223,413,0,275,380,409
MSTRG.23174.2,1100,894,0,633,702,227
MSTRG.23174.4,205,279,0,215,107,24
Pav_sc0000052.1_g860.1.br,0,0,0,0,0,0
Pav_sc0001503.1_g020.1.br,9,24,30,267,200,66
MSTRG.19400.4,439,473,530,791,731,496
Pav_sc0009129.1_g010.1.br,0,3,0,0,2,1
Pav_sc0004999.1_g030.1.mk,62,6,29,0,0,22
Pav_sc0009674.1_g020.1.br,0,0,0,0,0,0
MSTRG.4482.1,193,145,0,126,141,127
Pav_sc0006451.1_g030.1.br,0,0,0,0,0,0
MSTRG.17660.4,0,0,295,0,0,0
Pav_sc0002197.1_g160.1.mk,0,2,0,0,0,0
Pav_co4020555.1_g010.1.br,28,26,0,37,25,22
Pav_sc0001196.1_g770.1.mk,18,0,1,0,0,0
MSTRG.17660.1,227,223,140,181,1,40
MSTRG.17660.2,179,56,91,0,0,53
MSTRG.17660.3,238,0,15,0,234,0
Pav_sc0000522.1_g120.1.mk,0,0,0,0,0,0
MSTRG.21225.2,659,595,385,529,457,385
MSTRG.21225.3,0,0,161,0,55,0
Pav_sc0000395.1_g120.1.mk,68,56,73,72,45,29
Pav_sc0003383.1_g150.1.mk,0,0,0,0,0,0
Pav_sc0002684.1_g060.1.br,0,1,0,0,0,0
Pav_sc0010459.1_g020.1.mk,214,209,0,145,225,134
Pav_sc0001828.1_g160.1.br,0,0,0,0,2,0
MSTRG.6825.4,5595,4843,5806,7724,7064,5939
Pav_sc0000544.1_g400.1.br,0,0,0,0,0,0
MSTRG.1372.1,1704,1638,0,1351,1681,1224
Pav_sc0000002.1_g350.1.mk,217,189,156,113,91,93
Pav_co4026823.1_g010.1.mk,7,13,0,40,50,27
MSTRG.8832.1,33,8,8,154,367,0
MSTRG.8832.2,54,220,711,82,0,134
Pav_sc0000829.1_g300.1.br,0,0,0,0,0,0
Pav_co4051493.1_g010.1.mk,977,760,0,615,606,542
MSTRG.5389.3,6,13,10,158,0,0
MSTRG.5389.1,276,78,126,0,371,456
Pav_sc0001189.1_g200.1.br,0,0,0,0,0,0
MSTRG.7200.1,367,295,511,477,630,324
MSTRG.5389.4,161,113,194,175,148,179
Pav_sc0000823.1_g180.1.br,0,3,0,0,0,0
Pav_sc0005746.1_g180.1.br,0,0,0,0,0,0
Pav_sc0003582.1_g120.1.br,0,0,0,0,0,0
MSTRG.15857.1,6850,6759,6259,4794,4981,3246
MSTRG.18033.3,807,854,429,1186,1515,918
Pav_sc0000026.1_g220.1.mk,0,0,0,0,0,0
MSTRG.18033.1,82,3,4,14,0,24
Pav_sc0000103.1_g1220.1.mk,401,384,316,225,358,231
Pav_sc0001030.1_g070.1.br,0,0,0,0,1,0
Pav_sc0000480.1_g330.1.mk,0,0,0,0,0,0
MSTRG.8190.5,995,443,1317,494,486,261
MSTRG.8190.4,3593,3274,3025,4613,4748,4856
MSTRG.8190.1,7245,7150,6431,4532,5908,6853
Pav_sc0000597.1_g560.1.mk,0,0,0,0,0,0
MSTRG.8190.3,0,4368,0,0,0,0
MSTRG.8190.2,2977,3067,3483,2505,2971,3077
MSTRG.14943.2,173,84,81,138,98,131
Pav_sc0000638.1_g670.1.mk,21,0,0,0,0,0
Pav_sc0000823.1_g080.1.br,0,0,0,0,0,0
Pav_sc0000354.1_g390.1.br,0,0,0,0,0,0
Pav_sc0001258.1_g660.1.br,0,0,0,0,0,0
Pav_sc0000050.1_g070.1.br,0,0,0,0,0,0
Pav_sc0000584.1_g190.1.br,0,0,0,3,0,0
Pav_sc0000287.1_g1020.1.br,0,0,0,0,0,0
Pav_sc0000220.1_g2400.1.mk,1,2,0,0,0,0
Pav_co4032121.1_g020.1.mk,6,3,0,3,5,6
Pav_sc0000051.1_g320.1.mk,0,0,0,0,0,0
MSTRG.14211.1,567,729,654,255,299,434
MSTRG.14211.3,335,0,14,0,0,224
Pav_sc0000065.1_g650.1.br,0,0,1,0,0,0
Pav_sc0000910.1_g080.1.mk,5,0,2,7,33,3
MSTRG.22603.1,3685,3447,0,3426,3774,2693
MSTRG.11209.3,64,50,62,64,68,55
MSTRG.11209.2,61,67,32,42,56,41
MSTRG.23774.1,646,705,0,1001,1062,881
Pav_sc0003582.1_g150.1.br,3,2,0,1,8,0
MSTRG.17864.4,0,0,0,339,0,0
Pav_sc0001017.1_g050.1.br,0,0,0,0,0,0
MSTRG.17864.2,687,203,0,549,1322,0
MSTRG.17864.3,2596,2848,1941,411,0,0
Pav_sc0000102.1_g310.1.mk,813,818,823,545,472,393
MSTRG.3361.3,135,122,0,70,44,60
MSTRG.23306.9,4300,3492,0,10614,5076,3628
MSTRG.20307.4,305,920,1082,781,1427,864
Pav_sc0001323.1_g170.1.br,0,0,0,0,0,0
Pav_sc0000220.1_g1800.1.mk,0,0,0,0,0,0
MSTRG.13259.2,2535,2282,2240,1298,1354,1473
MSTRG.15725.1,610,545,565,380,530,421
Pav_sc0000206.1_g050.1.mk,0,1,0,1,1,1
MSTRG.6293.2,51,40,41,47,111,15
Pav_sc0001695.1_g170.1.mk,5,40,0,6,16,253
Pav_sc0003583.1_g050.1.br,0,0,0,0,0,0
MSTRG.8597.2,4,133,0,2386,0,0
MSTRG.8597.3,519,328,335,249,225,535
MSTRG.8597.1,4,144,205,203,2205,1399
MSTRG.13416.1,81,89,87,68,72,43
Pav_sc0000635.1_g010.1.br,0,0,0,0,0,0
MSTRG.2281.2,135,211,0,156,111,161
MSTRG.6337.1,505,468,714,398,523,383
MSTRG.2281.1,848,690,0,640,516,461
MSTRG.2281.6,98,40,0,0,43,34
Pav_sc0000045.1_g050.1.mk,53,155,9,41,58,11
Pav_sc0000030.1_g680.1.mk,82,0,18,0,0,0
MSTRG.2281.5,32,15,0,36,0,0
MSTRG.17886.2,1433,1045,1434,0,1407,1003
MSTRG.24107.5,14,47,0,75,77,7
Pav_sc0000351.1_g510.1.mk,0,0,4,0,0,0
MSTRG.17886.1,9118,8163,10074,8425,9443,8031
Pav_sc0000296.1_g040.1.mk,3761,3494,3977,3944,5305,4077
MSTRG.17816.3,295,449,289,148,81,0
MSTRG.17816.2,1859,1162,1613,1371,1267,1511
MSTRG.22728.2,409,46,0,231,302,0
MSTRG.14488.1,11,192,112,63,83,88
Pav_sc0000554.1_g1120.1.mk,13,0,0,12,16,0
MSTRG.14488.2,48,49,92,73,23,2
MSTRG.14488.5,172,146,141,90,50,32
MSTRG.14488.4,33,46,43,20,26,0
MSTRG.14488.7,13,2,3,2,10,0
MSTRG.14488.6,187,84,118,83,54,0
MSTRG.4849.2,5073,4109,4201,11436,7355,7794
MSTRG.14488.8,2,2,3,3,20,3
Pav_sc0001297.1_g100.1.br,9,4,0,11,9,11
MSTRG.23306.7,1483,1536,0,1130,2533,1634
MSTRG.21237.1,528,685,299,445,305,92
MSTRG.23049.3,0,0,0,444,0,0
Pav_sc0000464.1_g080.1.mk,684,598,782,465,734,452
MSTRG.23306.4,2322,1546,0,2266,3571,3521
MSTRG.23049.4,156,591,0,134,271,775
Pav_sc0000431.1_g390.1.mk,6,10,25,80,98,63
MSTRG.11252.1,900,1342,1364,1195,1610,1076
Pav_sc0000206.1_g350.1.mk,0,8,0,0,0,0
MSTRG.11252.2,569,252,135,260,153,279
Pav_sc0000584.1_g130.1.br,0,0,0,0,0,0
Pav_sc0000212.1_g810.1.mk,48,28,0,65,47,68
Pav_sc0000002.1_g420.1.br,0,0,0,0,0,0
MSTRG.10336.5,1189,892,1058,910,948,923
Pav_sc0000123.1_g780.1.br,0,0,0,0,0,0
Pav_sc0000532.1_g080.1.mk,0,0,0,0,0,0
MSTRG.10336.1,474,285,422,257,317,159
Pav_sc0000912.1_g070.1.mk,103,93,20,5,35,46
MSTRG.10336.3,62,300,127,350,359,313
MSTRG.10336.2,89,99,75,64,53,67
Pav_sc0000535.1_g370.1.br,0,0,0,0,0,0
Pav_sc0000484.1_g240.1.mk,0,0,0,0,0,0
MSTRG.8587.1,1046,882,1179,801,1484,1050
MSTRG.8587.3,36,50,26,479,23,22
Pav_sc0000829.1_g650.1.mk,1022,947,0,657,800,667
Pav_sc0001710.1_g1700.1.br,0,1,2,0,0,1
MSTRG.1593.2,1708,1615,0,841,1446,1021
Pav_sc0000624.1_g990.1.br,7,7,8,4,5,4
Pav_sc0000148.1_g620.1.br,0,0,1,0,0,1
Pav_sc0000185.1_g100.1.br,0,0,0,0,0,0
Pav_sc0005175.1_g010.1.br,3,1,0,30,30,12
Pav_sc0000087.1_g610.1.mk,0,0,4,5,8,4
Pav_sc0000350.1_g280.1.br,0,0,0,0,0,0
MSTRG.21568.1,43,41,48,29,16,20
Pav_sc0001164.1_g090.1.mk,0,0,3,0,0,3
Pav_sc0000863.1_g660.1.mk,0,0,0,0,0,0
Pav_sc0002375.1_g300.1.mk,643,825,648,629,660,21
Pav_sc0003383.1_g120.1.br,15,15,32,14,18,14
Pav_sc0000274.1_g450.1.br,0,0,0,0,0,0
Pav_sc0010929.1_g010.1.br,8,7,0,3,0,0
MSTRG.3739.4,61,101,0,9,17,14
MSTRG.3308.1,58,48,0,37,51,57
Pav_sc0003562.1_g080.1.mk,338,282,235,584,414,364
Pav_sc0002574.1_g050.1.mk,2113,1905,1871,1241,1486,1190
Pav_sc0007394.1_g030.1.mk,158,161,0,79,131,121
MSTRG.16572.1,2654,2241,2917,2818,2994,2818
Pav_sc0001883.1_g220.1.br,0,3,1,3,5,0
Pav_sc0001106.1_g240.1.mk,13,20,0,16,13,11
MSTRG.2088.1,85,64,0,56,42,87
Pav_sc0000832.1_g340.1.br,0,0,0,0,0,0
MSTRG.14276.1,13,19,29,228,144,88
MSTRG.3886.1,212,168,0,89,97,152
MSTRG.24107.1,315,366,0,176,151,303
Pav_sc0002608.1_g020.1.mk,4352,4351,0,3743,4279,2258
Pav_sc0001461.1_g490.1.mk,720,661,987,700,917,716
Pav_sc0001015.1_g150.1.mk,342,253,302,186,364,299
Pav_sc0000412.1_g120.1.mk,0,0,0,0,0,0
MSTRG.11228.2,135,78,107,128,311,65
Pav_sc0000326.1_g090.1.mk,57,114,171,145,179,17
Pav_sc0003562.1_g340.1.mk,305,241,283,268,180,339
Pav_sc0003434.1_g210.1.mk,16345,13601,17179,15078,17342,12879
Pav_sc0000815.1_g170.1.br,12,0,18,31,24,16
Pav_sc0001475.1_g280.1.br,0,0,0,0,0,0
Pav_sc0000051.1_g020.1.br,94,36,99,38,66,64
Pav_sc0001963.1_g210.1.mk,0,0,0,0,0,0
Pav_sc0001080.1_g060.1.br,1187,1029,1061,756,759,684
Pav_sc0000213.1_g060.1.br,0,0,0,0,0,0
Pav_sc0003094.1_g010.1.br,11,27,0,82,29,14
Pav_sc0001327.1_g010.1.br,0,0,0,0,0,0
Pav_sc0001553.1_g070.1.br,0,1,0,0,0,0
Pav_sc0012193.1_g010.1.br,0,0,0,0,0,0
Pav_sc0001685.1_g020.1.mk,3,0,0,0,2,1
Pav_sc0003688.1_g020.1.br,2,1,0,2,1,1
MSTRG.12783.2,200,169,69,169,0,0
MSTRG.11890.1,562,520,548,476,486,437
Pav_sc0001827.1_g020.1.br,0,0,3,0,0,0
MSTRG.11026.4,0,609,0,320,0,0
MSTRG.11890.2,157,146,188,156,228,154
MSTRG.11026.2,0,0,430,0,0,395
MSTRG.11026.3,0,0,0,0,225,0
Pav_sc0001699.1_g510.1.mk,28,19,20,10,17,8
Pav_sc0000488.1_g220.1.mk,6,3,0,2,0,0
MSTRG.1897.1,169,127,0,75,63,101
Pav_sc0000212.1_g900.1.mk,798,721,0,927,909,611
Pav_sc0000058.1_g400.1.br,0,0,0,0,0,0
Pav_sc0002607.1_g230.1.mk,0,0,7,0,2,0
Pav_sc0001305.1_g790.1.mk,52,113,132,161,160,81
Pav_sc0002393.1_g020.1.br,50,29,26,23,13,28
Pav_sc0000593.1_g020.1.mk,0,0,0,0,0,0
Pav_sc0001513.1_g220.1.br,22,31,44,20,52,16
Pav_sc0000624.1_g120.1.mk,5,4,5,0,0,0
Pav_sc0001196.1_g290.1.mk,6,40,220,9,157,6
MSTRG.9682.2,1061,792,1131,736,853,762
Pav_sc0001141.1_g180.1.mk,0,0,0,0,0,0
Pav_sc0000108.1_g600.1.br,16,18,58,10,20,14
MSTRG.9962.4,106,97,82,96,148,145
MSTRG.9962.7,77,95,74,23,22,31
MSTRG.9962.1,62,58,87,35,65,116
Pav_sc0001759.1_g050.1.br,0,0,0,0,0,0
MSTRG.9962.3,15,23,332,0,0,0
Pav_sc0000065.1_g160.1.mk,0,0,0,0,0,0
MSTRG.18344.5,0,0,286,356,0,0
Pav_sc0001938.1_g550.1.mk,0,0,2,0,0,0
Pav_sc0001111.1_g300.1.mk,0,0,0,0,0,0
Pav_sc0006284.1_g010.1.mk,159,135,0,155,130,138
Pav_sc0001309.1_g150.1.mk,2169,2190,1912,3018,2466,1947
Pav_sc0001485.1_g070.1.mk,0,0,0,0,0,0
Pav_sc0000052.1_g650.1.mk,0,0,0,7,6,0
Pav_sc0000886.1_g820.1.mk,23,39,11,34,16,18
MSTRG.17963.2,2043,2097,2080,1512,1220,1345
MSTRG.17963.3,0,7,0,0,553,0
MSTRG.18514.3,3378,221,154,93,296,62
MSTRG.18514.2,331,0,155,180,1247,116
Pav_sc0002273.1_g010.1.br,0,0,0,0,0,0
MSTRG.18079.2,357,289,263,248,307,201
Pav_sc0004229.1_g020.1.br,0,0,0,0,0,0
Pav_sc0001794.1_g500.1.br,0,0,0,0,0,0
MSTRG.13765.1,169,207,183,150,189,132
MSTRG.17554.1,58,160,649,103,0,139
MSTRG.19552.1,711,570,695,577,573,494
Pav_sc0000449.1_g440.1.mk,2961,1343,1639,2981,2854,2489
Pav_sc0000506.1_g220.1.mk,1629,1839,2054,1611,1995,1337
Pav_sc0006346.1_g020.1.br,4,2,0,0,0,0
MSTRG.14051.2,24,25,71,0,0,1
MSTRG.14051.1,298,262,393,196,262,322
Pav_sc0002479.1_g480.1.br,0,0,0,0,0,0
Pav_sc0000221.1_g480.1.br,0,0,0,0,0,0
Pav_sc0006109.1_g050.1.br,0,0,0,0,0,0
Pav_sc0010298.1_g020.1.br,0,0,0,0,0,0
MSTRG.20485.1,109,157,160,103,118,111
Pav_sc0000263.1_g130.1.br,0,0,0,0,0,0
Pav_sc0000095.1_g1580.1.mk,0,0,0,0,0,0
MSTRG.21331.1,48,44,34,18,26,18
Pav_sc0000937.1_g110.1.br,0,0,0,0,0,0
MSTRG.2456.1,87,101,0,86,87,47
Pav_co4022365.1_g010.1.br,2065,2391,0,1962,2370,1606
MSTRG.18344.3,1034,518,672,1530,390,554
MSTRG.19625.2,659,261,618,0,150,0
MSTRG.19625.1,1201,1016,1026,235,710,1070
MSTRG.20063.1,29,30,27,27,36,43
Pav_sc0003688.1_g010.1.br,0,0,0,0,0,0
MSTRG.18827.1,676,399,710,485,722,415
Pav_sc0000257.1_g670.1.br,0,0,0,0,0,0
Pav_sc0000907.1_g100.1.br,0,0,0,0,0,0
Pav_sc0000017.1_g900.1.br,0,0,0,0,0,0
MSTRG.12592.4,0,47,1334,38,0,0
MSTRG.12592.3,392,1894,1055,1225,3756,718
MSTRG.12592.2,9569,7470,7951,8198,7045,7267
MSTRG.21632.1,446,314,601,261,659,545
Pav_sc0000622.1_g290.1.br,0,0,0,0,0,0
Pav_sc0000600.1_g160.1.mk,0,0,0,0,0,1
Pav_sc0000067.1_g760.1.br,0,0,1,0,0,0
Pav_sc0000002.1_g470.1.br,0,0,0,0,0,0
Pav_sc0001794.1_g380.1.mk,195,215,298,220,223,165
Pav_sc0000843.1_g510.1.mk,11650,11711,13085,10358,13109,9385
Pav_sc0000716.1_g460.1.mk,1200,1279,1242,1356,1442,1034
Pav_sc0000359.1_g560.1.mk,22,20,22,15,12,7
MSTRG.4221.1,285,118,0,134,150,152
MSTRG.5856.2,161,93,131,76,60,0
Pav_sc0001046.1_g090.1.mk,0,65,0,0,15,0
Pav_sc0002319.1_g010.1.br,0,0,0,0,0,0
Pav_sc0001087.1_g020.1.mk,3,7,0,7,3,3
Pav_sc0001925.1_g350.1.mk,15284,12898,13533,11520,14973,14636
MSTRG.22450.2,308,299,0,141,228,228
MSTRG.7462.2,67,88,68,319,194,129
Pav_sc0000740.1_g520.1.mk,41,35,37,25,20,21
MSTRG.22529.1,4717,5542,0,5021,6344,5271
Pav_sc0000492.1_g740.1.br,0,0,0,0,0,0
MSTRG.5520.2,376,357,1594,604,594,2327
Pav_sc0000254.1_g1270.1.mk,9612,9051,8833,7647,7196,6142
Pav_sc0001323.1_g770.1.mk,3,7,1,7,6,3
MSTRG.16911.1,2574,2007,2291,2545,2695,2388
MSTRG.22287.5,0,0,0,0,0,0
MSTRG.19444.2,311,14,0,290,273,105
Pav_sc0000595.1_g680.1.br,38,32,31,26,18,21
Pav_sc0000174.1_g1820.1.br,344,520,506,820,464,447
MSTRG.22287.1,39,120,121,101,58,70
MSTRG.16911.2,11,167,184,190,152,4
Pav_sc0000009.1_g460.1.br,0,0,0,0,0,0
MSTRG.22287.2,177,0,0,0,94,7
Pav_sc0001109.1_g180.1.mk,0,0,0,0,0,0
Pav_sc0003965.1_g020.1.br,0,0,0,0,0,0
Pav_sc0006091.1_g020.1.mk,0,0,0,0,0,0
Pav_sc0004917.1_g030.1.br,25,30,18,183,92,63
MSTRG.16911.4,86,206,60,77,55,35
Pav_sc0005224.1_g090.1.br,0,0,0,4,16,14
Pav_sc0000624.1_g1010.1.br,10,11,13,9,7,4
Pav_sc0000661.1_g450.1.mk,0,0,0,1,0,0
MSTRG.22542.3,34,213,0,160,193,129
MSTRG.22542.2,658,472,0,272,424,389
Pav_sc0002445.1_g120.1.br,1,1,0,0,0,0
Pav_sc0000592.1_g360.1.br,0,0,0,0,0,0
MSTRG.23913.4,832,633,0,523,529,559
MSTRG.23913.5,443,402,0,349,282,175
Pav_sc0001183.1_g030.1.br,0,0,0,0,0,0
Pav_sc0000535.1_g020.1.mk,0,0,0,0,0,0
Pav_sc0000890.1_g1190.1.br,162,154,133,1469,1023,672
Pav_sc0000679.1_g310.1.br,0,0,0,0,0,0
Pav_sc0000383.1_g740.1.mk,227,207,273,183,290,263
Pav_sc0000129.1_g740.1.mk,11,0,0,9,0,2
MSTRG.2457.4,0,1066,0,0,381,0
MSTRG.16293.2,203,156,138,39,115,173
Pav_sc0000480.1_g1170.1.br,0,0,0,0,0,0
Pav_sc0001196.1_g1610.1.br,22,19,14,18,9,20
Pav_sc0000129.1_g1460.1.mk,41,44,0,24,17,3
Pav_sc0000575.1_g150.1.br,10,20,0,1,13,17
Pav_sc0000367.1_g140.1.br,0,2,2,0,0,0
Pav_sc0001405.1_g2050.1.mk,975,56,518,1029,758,227
MSTRG.21904.1,349,512,490,464,469,279
Pav_sc0000381.1_g220.1.mk,596,660,774,851,960,663
Pav_sc0001862.1_g190.1.mk,0,4,0,0,3,0
MSTRG.2159.3,144,166,0,279,208,194
Pav_sc0001057.1_g420.1.mk,125,117,0,109,136,90
MSTRG.11483.3,15,259,32,21,201,44
MSTRG.11121.2,347,346,323,334,302,269
MSTRG.16627.2,255,0,0,0,0,0
Pav_sc0001183.1_g500.1.br,0,0,0,0,0,0
Pav_sc0001065.1_g050.1.br,250,117,223,94,69,157
Pav_sc0000739.1_g070.1.br,0,0,0,0,0,0
Pav_sc0003033.1_g120.1.mk,0,0,0,0,0,0
MSTRG.821.1,0,0,0,0,0,0
Pav_sc0001309.1_g270.1.mk,0,8,8,12,0,7
Pav_sc0000728.1_g020.1.br,0,0,0,0,0,0
MSTRG.9144.9,86,90,105,14,36,44
MSTRG.9144.8,77,104,86,93,44,45
Pav_sc0005518.1_g200.1.br,0,0,0,0,0,0
Pav_sc0000494.1_g130.1.br,0,0,0,0,0,0
MSTRG.4316.1,40,21,0,20,14,7
MSTRG.9144.3,278,149,322,60,186,423
MSTRG.9144.2,65,11,20,29,72,17
MSTRG.11463.3,19,20,230,12,16,0
MSTRG.9144.4,96,65,17,33,0,19
MSTRG.11463.1,975,886,582,911,1058,507
MSTRG.9144.6,150,142,106,43,112,110
MSTRG.22570.2,128,307,0,46,81,74
Pav_sc0001217.1_g220.1.mk,15,0,0,5,0,4
Pav_sc0004679.1_g030.1.mk,0,0,0,0,0,0
MSTRG.22574.1,4051,3705,0,2669,2299,1811
Pav_sc0002543.1_g020.1.mk,0,0,0,0,0,0
MSTRG.13860.1,224,236,17,44,14,25
MSTRG.15074.1,735,676,784,650,678,657
MSTRG.9996.2,5667,5455,6277,5086,5980,4518
Pav_sc0000207.1_g250.1.mk,0,0,0,0,0,0
MSTRG.9612.7,43,72,38,0,61,0
MSTRG.21302.2,381,591,251,825,351,675
MSTRG.21302.3,565,645,666,854,684,622
Pav_sc0000084.1_g270.1.br,0,0,0,0,0,0
MSTRG.21302.5,287,251,247,632,619,311
MSTRG.21302.6,52,88,8,52,67,90
MSTRG.21302.7,32,136,133,24,119,59
MSTRG.21302.8,363,240,686,218,423,135
Pav_sc0002318.1_g470.1.mk,17,7,7,29,3,12
Pav_sc0002479.1_g520.1.br,918,934,813,188,236,143
MSTRG.3012.4,673,661,0,447,174,295
Pav_sc0000554.1_g1070.1.br,499,176,37,444,90,433
MSTRG.3012.2,711,729,0,440,1468,795
Pav_sc0000583.1_g110.1.mk,638,534,0,590,368,246
Pav_sc0000583.1_g080.1.mk,0,2,0,0,0,0
MSTRG.12451.5,1794,1687,1810,572,1950,845
Pav_sc0000800.1_g310.1.mk,7075,6792,5667,5013,4445,2768
Pav_sc0001540.1_g340.1.mk,0,0,0,0,0,0
MSTRG.12451.6,999,882,1427,886,593,1791
MSTRG.18049.4,14,25,58,9,25,0
MSTRG.18049.5,3,16,2,21,14,68
MSTRG.12451.3,730,821,831,756,382,443
MSTRG.12451.2,1701,1953,1760,1158,1684,958
Pav_sc0001183.1_g170.1.mk,21,35,39,16,25,8
Pav_sc0001983.1_g030.1.mk,2,0,5,0,12,0
Pav_sc0000103.1_g1340.1.mk,0,0,0,0,0,0
MSTRG.19516.1,258,370,353,252,382,175
MSTRG.9612.1,255,227,284,422,427,299
Pav_sc0005166.1_g010.1.mk,292,272,0,273,280,286
Pav_sc0000030.1_g1510.1.br,0,0,0,0,0,0
Pav_sc0000624.1_g1390.1.mk,2029,2035,2094,1688,1768,1336
Pav_sc0000500.1_g420.1.mk,175,133,0,140,229,195
Pav_sc0007749.1_g010.1.br,0,0,0,0,0,0
MSTRG.14806.1,77,49,111,44,57,41
Pav_sc0001456.1_g070.1.br,0,0,0,0,0,0
MSTRG.19149.4,31,50,47,25,22,18
Pav_sc0000376.1_g770.1.mk,0,0,0,0,0,0
Pav_sc0000158.1_g140.1.mk,493,399,557,444,389,524
MSTRG.19149.3,20,49,0,4,47,42
MSTRG.19149.1,369,292,326,214,236,197
Pav_sc0000480.1_g340.1.mk,0,349,0,0,0,137
Pav_sc0000069.1_g220.1.mk,16,0,0,0,19,0
MSTRG.8263.1,566,499,598,535,496,324
MSTRG.8263.3,49,82,145,40,78,174
MSTRG.11438.1,2571,2515,2370,2024,2279,1654
MSTRG.24763.2,286,248,0,105,80,0
Pav_sc0003098.1_g450.1.mk,22,4,13,13,7,8
MSTRG.23696.2,459,352,0,2552,1171,1231
MSTRG.23696.3,239,238,0,1892,801,886
MSTRG.3978.1,588,736,0,808,618,343
MSTRG.15919.1,5640,4594,5752,3474,3197,3135
Pav_sc0000545.1_g010.1.mk,0,0,0,0,0,0
Pav_sc0001465.1_g060.1.mk,1770,1849,1592,2157,1585,1294
MSTRG.15919.2,445,282,0,246,174,144
MSTRG.15919.5,0,0,0,0,0,407
MSTRG.15919.4,365,417,461,1654,1152,409
MSTRG.15919.7,81,358,0,0,0,47
Pav_sc0000419.1_g080.1.mk,0,0,0,0,2,0
MSTRG.15919.9,248,0,285,70,61,125
MSTRG.15919.8,157,209,92,76,55,27
MSTRG.13943.9,0,0,0,0,79,298
Pav_sc0001509.1_g020.1.br,2,0,0,0,4,0
Pav_sc0000137.1_g390.1.mk,1,0,6,0,0,0
Pav_sc0000150.1_g150.1.br,0,0,0,0,0,0
MSTRG.5171.5,74,19,7,23,0,0
MSTRG.5171.4,57,31,45,24,32,27
MSTRG.12261.1,5287,5404,4872,4036,4285,2858
Pav_sc0001818.1_g090.1.mk,0,0,0,0,0,0
MSTRG.5171.3,99,166,165,227,226,168
MSTRG.5171.2,1302,1338,1008,945,716,543
Pav_sc0000525.1_g640.1.br,0,0,0,0,0,0
MSTRG.22461.1,284,149,0,1618,1106,391
Pav_sc0000015.1_g150.1.mk,190,228,198,200,268,168
MSTRG.17372.4,33,38,42,45,38,37
MSTRG.14576.5,25,46,28,17,38,18
MSTRG.12445.1,25,9,20,73,51,27
MSTRG.10871.1,213,183,182,170,276,115
MSTRG.494.1,2094,1787,0,1131,984,997
MSTRG.14576.4,767,463,523,548,445,356
MSTRG.5052.1,455,198,83,193,0,46
Pav_sc0000759.1_g510.1.mk,28,17,21,23,30,11
MSTRG.5052.3,0,0,152,0,0,13
Pav_sc0000304.1_g110.1.mk,0,0,1,0,0,0
MSTRG.13943.2,290,429,396,106,724,901
MSTRG.367.1,23,39,0,34,71,29
MSTRG.15964.3,32,143,21,14,0,4
MSTRG.13943.3,303,289,663,621,0,0
MSTRG.20199.1,552,342,598,247,328,387
MSTRG.18148.2,776,566,555,981,520,671
MSTRG.16160.3,68,0,54,33,129,13
MSTRG.18148.4,663,291,622,486,364,322
MSTRG.18148.5,257,531,407,0,403,0
Pav_sc0006018.1_g030.1.br,0,0,0,0,0,0
Pav_sc0000998.1_g340.1.br,5,7,5,7,9,8
MSTRG.5640.1,83,109,132,61,74,67
Pav_sc0000404.1_g010.1.br,0,0,0,0,0,0
Pav_sc0004827.1_g110.1.mk,0,0,0,0,0,0
MSTRG.16869.4,84,101,405,266,243,237
Pav_sc0003696.1_g090.1.mk,26,11,43,26,17,48
MSTRG.17631.1,66,33,0,34,2,70
Pav_sc0010794.1_g030.1.br,135,162,0,115,138,98
Pav_sc0001347.1_g030.1.br,0,0,0,0,0,0
MSTRG.7557.2,143,0,0,0,0,0
Pav_sc0005175.1_g050.1.br,0,0,0,0,0,0
Pav_sc0000409.1_g160.1.mk,1284,1088,0,852,1045,735
Pav_co4060495.1_g010.1.br,0,0,0,0,0,0
Pav_sc0001278.1_g130.1.mk,61,219,0,249,250,160
Pav_sc0001456.1_g060.1.br,0,0,0,0,0,0
Pav_sc0001252.1_g020.1.br,0,0,0,0,0,0
Pav_sc0000558.1_g510.1.mk,628,575,0,419,485,433
Pav_sc0000290.1_g070.1.mk,0,0,0,0,0,0
Pav_sc0001909.1_g020.1.br,0,0,0,0,0,0
Pav_sc0000848.1_g130.1.mk,17,15,0,9,6,9
Pav_sc0000373.1_g190.1.mk,333,320,0,1245,1144,891
MSTRG.5738.11,165,103,152,100,137,112
Pav_sc0002264.1_g330.1.mk,1,0,1,0,0,0
Pav_sc0000383.1_g1200.1.mk,55,110,330,26,41,98
MSTRG.10938.9,0,42,0,55,24,16
Pav_sc0000195.1_g290.1.br,0,0,0,0,0,0
Pav_sc0009148.1_g040.1.mk,4,0,0,4,0,5
MSTRG.10938.5,307,184,125,114,177,104
MSTRG.10938.4,362,765,440,312,186,99
MSTRG.10938.7,0,254,0,0,151,0
MSTRG.10938.6,197,12,60,83,91,57
MSTRG.10938.1,340,172,166,237,198,205
MSTRG.10938.3,2207,1731,2532,1824,2133,2147
Pav_sc0000702.1_g440.1.br,1,5,1,5,0,0
